"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"grbgbwq   ","P",05/07/2020 13:45,0,1,"",11.1,<0> (CND),32.98,<0> (CND),20.6,<0> (CND),99.6,<0> (CND),9.6,<0> (CND),7.01,<0> (CND),7.11,<3> ,"",<-1> ,"","",8.0,<0> (CND),4,<0> (CND),2.6,<0> (CND),
"grbgbwq   ","P",05/07/2020 14:00,0,1,"",11.2,<0> ,32.81,<0> ,20.5,<0> ,99.6,<0> ,9.6,<0> ,6.92,<0> ,7.02,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.0,<0> ,
"grbgbwq   ","P",05/07/2020 14:15,0,1,"",11.3,<0> ,32.59,<0> ,20.3,<0> ,99.8,<0> ,9.6,<0> ,6.82,<0> ,6.92,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/07/2020 14:30,0,1,"",11.3,<0> ,32.51,<0> ,20.3,<0> ,99.6,<0> ,9.6,<0> ,6.72,<0> ,6.83,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/07/2020 14:45,0,1,"",11.3,<0> ,32.44,<0> ,20.2,<0> ,99.4,<0> ,9.6,<0> ,6.61,<0> ,6.72,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/07/2020 15:00,0,1,"",11.3,<0> ,32.24,<0> ,20.1,<0> ,99.5,<0> ,9.6,<0> ,6.51,<0> ,6.62,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.5,<0> ,
"grbgbwq   ","P",05/07/2020 15:15,0,1,"",11.4,<0> ,32.13,<0> ,20.0,<0> ,99.5,<0> ,9.6,<0> ,6.40,<0> ,6.50,<3> ,"",<-1> ,"","",8.0,<0> ,2,<0> ,3.9,<0> ,
"grbgbwq   ","P",05/07/2020 15:30,0,1,"",11.4,<0> ,32.14,<0> ,20.0,<0> ,99.5,<0> ,9.6,<0> ,6.28,<0> ,6.38,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.9,<0> ,
"grbgbwq   ","P",05/07/2020 15:45,0,1,"",11.6,<0> ,31.67,<0> ,19.7,<0> ,100.1,<0> ,9.6,<0> ,6.16,<0> ,6.26,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,3.8,<0> ,
"grbgbwq   ","P",05/07/2020 16:00,0,1,"",12.5,<0> ,30.24,<0> ,18.8,<0> ,104.4,<0> ,9.9,<0> ,6.05,<0> ,6.15,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.2,<0> ,
"grbgbwq   ","P",05/07/2020 16:15,0,1,"",12.4,<0> ,29.90,<0> ,18.5,<0> ,104.9,<0> ,10.0,<0> ,5.93,<0> ,6.03,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.7,<0> ,
"grbgbwq   ","P",05/07/2020 16:30,0,1,"",12.5,<0> ,29.76,<0> ,18.4,<0> ,105.2,<0> ,10.0,<0> ,5.81,<0> ,5.91,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.0,<0> ,
"grbgbwq   ","P",05/07/2020 16:45,0,1,"",12.5,<0> ,29.67,<0> ,18.4,<0> ,105.4,<0> ,10.0,<0> ,5.70,<0> ,5.80,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.2,<0> ,
"grbgbwq   ","P",05/07/2020 17:00,0,1,"",12.6,<0> ,29.49,<0> ,18.3,<0> ,105.9,<0> ,10.0,<0> ,5.58,<0> ,5.68,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.4,<0> ,
"grbgbwq   ","P",05/07/2020 17:15,0,1,"",12.6,<0> ,29.53,<0> ,18.3,<0> ,106.6,<0> ,10.1,<0> ,5.47,<0> ,5.57,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.4,<0> ,
"grbgbwq   ","P",05/07/2020 17:30,0,1,"",12.6,<0> ,29.53,<0> ,18.3,<0> ,106.8,<0> ,10.1,<0> ,5.36,<0> ,5.46,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.5,<0> ,
"grbgbwq   ","P",05/07/2020 17:45,0,1,"",12.6,<0> ,29.52,<0> ,18.3,<0> ,106.7,<0> ,10.1,<0> ,5.25,<0> ,5.35,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.7,<0> ,
"grbgbwq   ","P",05/07/2020 18:00,0,1,"",12.5,<0> ,29.62,<0> ,18.4,<0> ,106.5,<0> ,10.1,<0> ,5.15,<0> ,5.25,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,6.5,<0> ,
"grbgbwq   ","P",05/07/2020 18:15,0,1,"",12.5,<0> ,29.67,<0> ,18.4,<0> ,106.5,<0> ,10.1,<0> ,5.05,<0> ,5.15,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,7.3,<0> ,
"grbgbwq   ","P",05/07/2020 18:30,0,1,"",12.5,<0> ,29.54,<0> ,18.3,<0> ,106.9,<0> ,10.2,<0> ,4.97,<0> ,5.07,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,7.7,<0> ,
"grbgbwq   ","P",05/07/2020 18:45,0,1,"",12.6,<0> ,29.41,<0> ,18.2,<0> ,107.7,<0> ,10.2,<0> ,4.90,<0> ,5.00,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,8.7,<0> ,
"grbgbwq   ","P",05/07/2020 19:00,0,1,"",12.6,<0> ,29.41,<0> ,18.2,<0> ,107.6,<0> ,10.2,<0> ,4.85,<0> ,4.95,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,9.6,<0> ,
"grbgbwq   ","P",05/07/2020 19:15,0,1,"",12.7,<0> ,29.12,<0> ,18.0,<0> ,107.6,<0> ,10.2,<0> ,4.84,<0> ,4.94,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,11.3,<0> ,
"grbgbwq   ","P",05/07/2020 19:30,0,1,"",12.8,<0> ,28.85,<0> ,17.8,<0> ,107.0,<0> ,10.1,<0> ,4.88,<0> ,4.98,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,9.7,<0> ,
"grbgbwq   ","P",05/07/2020 19:45,0,1,"",12.6,<0> ,29.26,<0> ,18.1,<0> ,106.8,<0> ,10.1,<0> ,4.96,<0> ,5.06,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,7.3,<0> ,
"grbgbwq   ","P",05/07/2020 20:00,0,1,"",12.7,<0> ,29.05,<0> ,18.0,<0> ,106.8,<0> ,10.1,<0> ,5.06,<0> ,5.16,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,7.3,<0> ,
"grbgbwq   ","P",05/07/2020 20:15,0,1,"",12.7,<0> ,28.90,<0> ,17.9,<0> ,106.0,<0> ,10.1,<0> ,5.17,<0> ,5.26,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,6.7,<0> ,
"grbgbwq   ","P",05/07/2020 20:30,0,1,"",12.6,<0> ,29.16,<0> ,18.0,<0> ,105.1,<0> ,10.0,<0> ,5.28,<0> ,5.37,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,5.8,<0> ,
"grbgbwq   ","P",05/07/2020 20:45,0,1,"",12.6,<0> ,29.21,<0> ,18.1,<0> ,104.6,<0> ,9.9,<0> ,5.39,<0> ,5.48,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,5.4,<0> ,
"grbgbwq   ","P",05/07/2020 21:00,0,1,"",12.6,<0> ,29.30,<0> ,18.1,<0> ,104.3,<0> ,9.9,<0> ,5.51,<0> ,5.61,<3> ,"",<-1> ,"","",8.1,<0> ,6,<0> ,5.2,<0> ,
"grbgbwq   ","P",05/07/2020 21:15,0,1,"",12.5,<0> ,29.40,<0> ,18.2,<0> ,104.2,<0> ,9.9,<0> ,5.64,<0> ,5.74,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,5.8,<0> ,
"grbgbwq   ","P",05/07/2020 21:30,0,1,"",12.5,<0> ,29.63,<0> ,18.4,<0> ,104.1,<0> ,9.9,<0> ,5.76,<0> ,5.86,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/07/2020 21:45,0,1,"",12.3,<0> ,30.20,<0> ,18.7,<0> ,103.6,<0> ,9.9,<0> ,5.97,<0> ,6.07,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,4.9,<0> ,
"grbgbwq   ","P",05/07/2020 22:00,0,1,"",12.2,<0> ,30.65,<0> ,19.0,<0> ,103.1,<0> ,9.8,<0> ,6.10,<0> ,6.20,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,4.3,<0> ,
"grbgbwq   ","P",05/07/2020 22:15,0,1,"",12.0,<0> ,31.12,<0> ,19.4,<0> ,102.8,<0> ,9.8,<0> ,6.23,<0> ,6.33,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/07/2020 22:30,0,1,"",11.9,<0> ,31.46,<0> ,19.6,<0> ,102.5,<0> ,9.8,<0> ,6.39,<0> ,6.48,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.8,<0> ,
"grbgbwq   ","P",05/07/2020 22:45,0,1,"",11.9,<0> ,31.52,<0> ,19.6,<0> ,102.3,<0> ,9.8,<0> ,6.53,<0> ,6.62,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.8,<0> ,
"grbgbwq   ","P",05/07/2020 23:00,0,1,"",11.8,<0> ,31.70,<0> ,19.7,<0> ,102.1,<0> ,9.8,<0> ,6.73,<0> ,6.82,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.1,<0> ,
"grbgbwq   ","P",05/07/2020 23:15,0,1,"",11.8,<0> ,31.81,<0> ,19.8,<0> ,101.9,<0> ,9.7,<0> ,6.87,<0> ,6.96,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.0,<0> ,
"grbgbwq   ","P",05/07/2020 23:30,0,1,"",11.7,<0> ,32.13,<0> ,20.0,<0> ,101.7,<0> ,9.7,<0> ,7.03,<0> ,7.12,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.7,<0> ,
"grbgbwq   ","P",05/07/2020 23:45,0,1,"",11.7,<0> ,32.22,<0> ,20.1,<0> ,101.5,<0> ,9.7,<0> ,7.11,<0> ,7.21,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.9,<0> ,
"grbgbwq   ","P",05/08/2020 0:00,0,1,"",11.6,<0> ,32.40,<0> ,20.2,<0> ,101.4,<0> ,9.7,<0> ,7.22,<0> ,7.32,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.5,<0> ,
"grbgbwq   ","P",05/08/2020 0:15,0,1,"",11.5,<0> ,32.67,<0> ,20.4,<0> ,101.2,<0> ,9.7,<0> ,7.31,<0> ,7.41,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.3,<0> ,
"grbgbwq   ","P",05/08/2020 0:30,0,1,"",11.5,<0> ,32.98,<0> ,20.6,<0> ,101.0,<0> ,9.7,<0> ,7.36,<0> ,7.46,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.3,<0> ,
"grbgbwq   ","P",05/08/2020 0:45,0,1,"",11.4,<0> ,33.15,<0> ,20.7,<0> ,100.9,<0> ,9.7,<0> ,7.42,<0> ,7.52,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/08/2020 1:00,0,1,"",11.3,<0> ,33.91,<0> ,21.2,<0> ,100.8,<0> ,9.7,<0> ,7.45,<0> ,7.55,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.0,<0> ,
"grbgbwq   ","P",05/08/2020 1:15,0,1,"",11.2,<0> ,34.23,<0> ,21.5,<0> ,100.8,<0> ,9.7,<0> ,7.46,<0> ,7.56,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,2.9,<0> ,
"grbgbwq   ","P",05/08/2020 1:30,0,1,"",11.1,<0> ,34.68,<0> ,21.8,<0> ,100.7,<0> ,9.7,<0> ,7.44,<0> ,7.54,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.2,<0> ,
"grbgbwq   ","P",05/08/2020 1:45,0,1,"",11.1,<0> ,34.86,<0> ,21.9,<0> ,100.7,<0> ,9.7,<0> ,7.38,<0> ,7.48,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.1,<0> ,
"grbgbwq   ","P",05/08/2020 2:00,0,1,"",11.1,<0> ,34.93,<0> ,21.9,<0> ,100.7,<0> ,9.7,<0> ,7.30,<0> ,7.40,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.7,<0> ,
"grbgbwq   ","P",05/08/2020 2:15,0,1,"",11.1,<0> ,34.66,<0> ,21.8,<0> ,100.6,<0> ,9.6,<0> ,7.20,<0> ,7.30,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.0,<0> ,
"grbgbwq   ","P",05/08/2020 2:30,0,1,"",11.2,<0> ,34.27,<0> ,21.5,<0> ,100.4,<0> ,9.6,<0> ,7.10,<0> ,7.19,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.7,<0> ,
"grbgbwq   ","P",05/08/2020 2:45,0,1,"",11.3,<0> ,33.71,<0> ,21.1,<0> ,100.3,<0> ,9.6,<0> ,7.00,<0> ,7.09,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.5,<0> ,
"grbgbwq   ","P",05/08/2020 3:00,0,1,"",11.4,<0> ,33.37,<0> ,20.9,<0> ,100.2,<0> ,9.6,<0> ,6.90,<0> ,6.99,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/08/2020 3:15,0,1,"",11.4,<0> ,32.97,<0> ,20.6,<0> ,100.0,<0> ,9.6,<0> ,6.79,<0> ,6.88,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.7,<0> ,
"grbgbwq   ","P",05/08/2020 3:30,0,1,"",11.5,<0> ,32.61,<0> ,20.4,<0> ,99.8,<0> ,9.6,<0> ,6.67,<0> ,6.75,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/08/2020 3:45,0,1,"",11.5,<0> ,32.15,<0> ,20.0,<0> ,100.1,<0> ,9.6,<0> ,6.56,<0> ,6.64,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.5,<0> ,
"grbgbwq   ","P",05/08/2020 4:00,0,1,"",11.5,<0> ,31.93,<0> ,19.9,<0> ,100.0,<0> ,9.6,<0> ,6.43,<0> ,6.51,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/08/2020 4:15,0,1,"",11.6,<0> ,31.37,<0> ,19.5,<0> ,99.8,<0> ,9.6,<0> ,6.31,<0> ,6.39,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,4.2,<0> ,
"grbgbwq   ","P",05/08/2020 4:30,0,1,"",11.7,<0> ,31.37,<0> ,19.5,<0> ,99.8,<0> ,9.6,<0> ,6.19,<0> ,6.27,<3> ,"",<-1> ,"","",8.0,<0> ,3,<0> ,4.6,<0> ,
"grbgbwq   ","P",05/08/2020 4:45,0,1,"",11.7,<0> ,31.19,<0> ,19.4,<0> ,99.7,<0> ,9.6,<0> ,6.05,<0> ,6.12,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/08/2020 5:00,0,1,"",11.8,<0> ,30.92,<0> ,19.2,<0> ,99.6,<0> ,9.6,<0> ,5.92,<0> ,5.99,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/08/2020 5:15,0,1,"",11.7,<0> ,30.84,<0> ,19.2,<0> ,99.5,<0> ,9.6,<0> ,5.80,<0> ,5.87,<3> ,"",<-1> ,"","",8.0,<0> ,4,<0> ,5.4,<0> ,
"grbgbwq   ","P",05/08/2020 5:30,0,1,"",11.7,<0> ,30.64,<0> ,19.0,<0> ,99.3,<0> ,9.6,<0> ,5.67,<0> ,5.73,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,5.1,<0> ,
"grbgbwq   ","P",05/08/2020 5:45,0,1,"",11.8,<0> ,30.40,<0> ,18.9,<0> ,99.0,<0> ,9.5,<0> ,5.54,<0> ,5.60,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,5.2,<0> ,
"grbgbwq   ","P",05/08/2020 6:00,0,1,"",11.8,<0> ,30.27,<0> ,18.8,<0> ,98.7,<0> ,9.5,<0> ,5.42,<0> ,5.48,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,5.8,<0> ,
"grbgbwq   ","P",05/08/2020 6:15,0,1,"",11.7,<0> ,30.23,<0> ,18.7,<0> ,98.6,<0> ,9.5,<0> ,5.30,<0> ,5.36,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,6.1,<0> ,
"grbgbwq   ","P",05/08/2020 6:30,0,1,"",11.7,<0> ,30.21,<0> ,18.7,<0> ,98.3,<0> ,9.5,<0> ,5.18,<0> ,5.24,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,6.7,<0> ,
"grbgbwq   ","P",05/08/2020 6:45,0,1,"",11.7,<0> ,30.11,<0> ,18.7,<0> ,98.3,<0> ,9.5,<0> ,5.07,<0> ,5.13,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,7.6,<0> ,
"grbgbwq   ","P",05/08/2020 7:00,0,1,"",11.7,<0> ,30.02,<0> ,18.6,<0> ,98.3,<0> ,9.5,<0> ,4.96,<0> ,5.02,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,8.0,<0> ,
"grbgbwq   ","P",05/08/2020 7:15,0,1,"",11.6,<0> ,30.00,<0> ,18.6,<0> ,98.3,<0> ,9.5,<0> ,4.87,<0> ,4.93,<3> ,"",<-1> ,"","",8.0,<0> ,11,<0> ,7.7,<0> ,
"grbgbwq   ","P",05/08/2020 7:30,0,1,"",11.6,<0> ,29.91,<0> ,18.5,<0> ,98.1,<0> ,9.5,<0> ,4.78,<0> ,4.84,<3> ,"",<-1> ,"","",8.0,<0> ,11,<0> ,7.9,<0> ,
"grbgbwq   ","P",05/08/2020 7:45,0,1,"",11.6,<0> ,29.71,<0> ,18.4,<0> ,98.6,<0> ,9.6,<0> ,4.72,<0> ,4.78,<3> ,"",<-1> ,"","",8.0,<0> ,10,<0> ,7.6,<0> ,
"grbgbwq   ","P",05/08/2020 8:00,0,1,"",11.6,<0> ,29.53,<0> ,18.3,<0> ,99.3,<0> ,9.6,<0> ,4.69,<0> ,4.75,<3> ,"",<-1> ,"","",8.0,<0> ,10,<0> ,7.3,<0> ,
"grbgbwq   ","P",05/08/2020 8:15,0,1,"",11.6,<0> ,29.46,<0> ,18.2,<0> ,99.6,<0> ,9.7,<0> ,4.71,<0> ,4.77,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,8.4,<0> ,
"grbgbwq   ","P",05/08/2020 8:30,0,1,"",11.6,<0> ,29.53,<0> ,18.3,<0> ,98.0,<0> ,9.5,<0> ,4.80,<0> ,4.86,<3> ,"",<-1> ,"","",8.0,<0> ,12,<0> ,6.8,<0> ,
"grbgbwq   ","P",05/08/2020 8:45,0,1,"",11.7,<0> ,29.27,<0> ,18.1,<0> ,97.6,<0> ,9.4,<0> ,4.91,<0> ,4.97,<3> ,"",<-1> ,"","",8.0,<0> ,18,<0> ,6.3,<0> ,
"grbgbwq   ","P",05/08/2020 9:00,0,1,"",11.8,<0> ,28.88,<0> ,17.8,<0> ,97.3,<0> ,9.4,<0> ,5.02,<0> ,5.08,<3> ,"",<-1> ,"","",8.0,<0> ,13,<0> ,6.3,<0> ,
"grbgbwq   ","P",05/08/2020 9:15,0,1,"",11.7,<0> ,29.10,<0> ,18.0,<0> ,97.6,<0> ,9.5,<0> ,5.13,<0> ,5.19,<3> ,"",<-1> ,"","",8.0,<0> ,11,<0> ,5.1,<0> ,
"grbgbwq   ","P",05/08/2020 9:30,0,1,"",11.7,<0> ,29.33,<0> ,18.1,<0> ,97.7,<0> ,9.5,<0> ,5.24,<0> ,5.30,<3> ,"",<-1> ,"","",8.0,<0> ,8,<0> ,4.6,<0> ,
"grbgbwq   ","P",05/08/2020 9:45,0,1,"",11.7,<0> ,29.48,<0> ,18.2,<0> ,98.2,<0> ,9.5,<0> ,5.35,<0> ,5.41,<3> ,"",<-1> ,"","",8.0,<0> ,9,<0> ,4.7,<0> ,
"grbgbwq   ","P",05/08/2020 10:00,0,1,"",11.7,<0> ,29.68,<0> ,18.4,<0> ,98.7,<0> ,9.5,<0> ,5.47,<0> ,5.53,<3> ,"",<-1> ,"","",8.0,<0> ,7,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/08/2020 10:15,0,1,"",11.8,<0> ,29.95,<0> ,18.6,<0> ,99.5,<0> ,9.6,<0> ,5.59,<0> ,5.65,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/08/2020 10:30,0,1,"",11.8,<0> ,30.19,<0> ,18.7,<0> ,99.8,<0> ,9.6,<0> ,5.71,<0> ,5.77,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,5.3,<0> ,
"grbgbwq   ","P",05/08/2020 10:45,0,1,"",11.7,<0> ,30.61,<0> ,19.0,<0> ,99.9,<0> ,9.6,<0> ,5.84,<0> ,5.90,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,5.1,<0> ,
"grbgbwq   ","P",05/08/2020 11:00,0,1,"",11.6,<0> ,31.22,<0> ,19.4,<0> ,100.0,<0> ,9.6,<0> ,5.97,<0> ,6.04,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,4.6,<0> ,
"grbgbwq   ","P",05/08/2020 11:15,0,1,"",11.6,<0> ,31.57,<0> ,19.7,<0> ,100.0,<0> ,9.6,<0> ,6.10,<0> ,6.17,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/08/2020 11:30,0,1,"",11.6,<0> ,31.69,<0> ,19.7,<0> ,100.2,<0> ,9.6,<0> ,6.22,<0> ,6.29,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/08/2020 11:45,0,1,"",11.6,<0> ,31.93,<0> ,19.9,<0> ,100.2,<0> ,9.6,<0> ,6.34,<0> ,6.41,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.3,<0> ,
"grbgbwq   ","P",05/08/2020 12:00,0,1,"",11.6,<0> ,32.11,<0> ,20.0,<0> ,100.3,<0> ,9.6,<0> ,6.48,<0> ,6.56,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.0,<0> ,
"grbgbwq   ","P",05/08/2020 12:15,0,1,"",11.6,<0> ,32.23,<0> ,20.1,<0> ,100.3,<0> ,9.6,<0> ,6.60,<0> ,6.68,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.0,<0> ,
"grbgbwq   ","P",05/08/2020 12:30,0,1,"",11.5,<0> ,32.52,<0> ,20.3,<0> ,100.4,<0> ,9.6,<0> ,6.71,<0> ,6.79,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,4.0,<0> ,
"grbgbwq   ","P",05/08/2020 12:45,0,1,"",11.5,<0> ,32.60,<0> ,20.4,<0> ,100.5,<0> ,9.6,<0> ,6.82,<0> ,6.90,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.9,<0> ,
"grbgbwq   ","P",05/08/2020 13:00,0,1,"",11.5,<0> ,32.71,<0> ,20.4,<0> ,100.5,<0> ,9.6,<0> ,6.91,<0> ,6.99,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.7,<0> ,
"grbgbwq   ","P",05/08/2020 13:15,0,1,"",11.5,<0> ,32.75,<0> ,20.5,<0> ,100.7,<0> ,9.6,<0> ,6.99,<0> ,7.07,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.7,<0> ,
"grbgbwq   ","P",05/08/2020 13:30,0,1,"",11.5,<0> ,32.96,<0> ,20.6,<0> ,100.5,<0> ,9.6,<0> ,7.04,<0> ,7.12,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.8,<0> ,
"grbgbwq   ","P",05/08/2020 13:45,0,1,"",11.5,<0> ,33.10,<0> ,20.7,<0> ,100.5,<0> ,9.6,<0> ,7.08,<0> ,7.16,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.5,<0> ,
"grbgbwq   ","P",05/08/2020 14:00,0,1,"",11.4,<0> ,33.44,<0> ,20.9,<0> ,100.4,<0> ,9.6,<0> ,7.09,<0> ,7.17,<3> ,"",<-1> ,"","",8.1,<0> ,5,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/08/2020 14:15,0,1,"",11.3,<0> ,33.23,<0> ,20.8,<0> ,100.2,<0> ,9.6,<0> ,7.06,<0> ,7.14,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.6,<0> ,
"grbgbwq   ","P",05/08/2020 14:30,0,1,"",11.3,<0> ,33.63,<0> ,21.1,<0> ,100.2,<0> ,9.6,<0> ,6.99,<0> ,7.08,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,3.7,<0> ,
"grbgbwq   ","P",05/08/2020 14:45,0,1,"",11.3,<0> ,33.52,<0> ,21.0,<0> ,100.1,<0> ,9.6,<0> ,6.91,<0> ,7.00,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.4,<0> ,
"grbgbwq   ","P",05/08/2020 15:00,0,1,"",11.4,<0> ,33.39,<0> ,20.9,<0> ,100.2,<0> ,9.6,<0> ,6.81,<0> ,6.90,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,4.7,<0> ,
"grbgbwq   ","P",05/08/2020 15:15,0,1,"",11.5,<0> ,33.10,<0> ,20.7,<0> ,100.3,<0> ,9.6,<0> ,6.71,<0> ,6.80,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,3.9,<0> ,
"grbgbwq   ","P",05/08/2020 15:30,0,1,"",11.6,<0> ,32.78,<0> ,20.5,<0> ,100.9,<0> ,9.7,<0> ,6.60,<0> ,6.69,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,4.2,<0> ,
"grbgbwq   ","P",05/08/2020 15:45,0,1,"",11.6,<0> ,32.64,<0> ,20.4,<0> ,101.2,<0> ,9.7,<0> ,6.50,<0> ,6.59,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,4.4,<0> ,
"grbgbwq   ","P",05/08/2020 16:00,0,1,"",11.7,<0> ,32.57,<0> ,20.3,<0> ,101.2,<0> ,9.7,<0> ,6.39,<0> ,6.49,<3> ,"",<-1> ,"","",8.1,<0> ,4,<0> ,4.6,<0> ,
